nome,texto,data_post,palavra_chave,is_palavrao,cidade,sentiment,id_ref
@acidadeoncps,"Polícia apreende R$ 1,2 milhão em produtos roubados de loja de ferramentas

Roubo aconteceu no início da semana, em uma loja que fica no Distrito Industrial de Indaiatuba

#roubo #produtos #loja",2024-11-01 14:31:05,policia,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11466
@copyc_x,"Acho mt engraçado esses jovens de Indaiatuba q se acha o trap, mt gângster, oiá como é bandido kakakak",2024-11-01 11:00:41,bandido,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11467
@PMESP," EM ANDAMENTO

Policiais do 47° Batalhão de Polícia Militar do Interior prendem criminoso por receptação de peças automotivas.

A mercadoria foi avaliada em mais de um milhão de reais.

A ocorrência está em andamento pelo Distrito Policial de Indaiatuba/SP.",2024-10-31 22:02:45,policia,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11468
@acidadeoncps,"Quadrilha de SP furta R$ 30 mil em azeite, creme de avelã e café de supermercados

Quatro homens suspeitos de furtar dois supermercados foram presos na noite de ontem (15) em Indaiatuba com R$ 30 mil em produtos

#prisao #homens #furto",2024-10-16 14:25:16,furto,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11547
@missudemi,"Não quero mais voltar pra Teresina, quero morar em Indaiatuba.Cidade que tem segurança onde vc pode andar tranquilamente sozinho na rua mexendo no celular que não tem assalto.O clima é perfeito, a cidade é linda toda organizada e bem estruturada.Não tem um mendigo.Juro, perfeita!",2024-10-15 16:51:37,seguranca,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11548
@acidadeoncps,"Três peruanas são presas por furto em lojas no Interior

Elas foram presas após furto em loja do Polo Shopping, em Indaiatuba; uma delas estava com filho de um ano e três meses

#prisao #furto #lojas",2024-10-11 12:36:07,furto,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11549
@lucas_inhame,"Ontem tentaram me dar o golpe da fruta em Indaiatuba, achei que essas coisas só aconteciam no mercadão de São Paulo
Mas não há pressão de vendedor que me faça pagar 100 conto numa caixinha de jabuticaba",2024-10-11 12:05:16,golpe,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11550
@DaoistSenior,"Não po, tu é pica, to falando que pessoas irrelevantes n vão sofrer nada, mas pessoas publicas vão ser multadas sim, se o zeca44 de indaiatuba usar isso aqui no segredo com fake n tem nada que eles possam fazer, já que o Twitter n vai cooperar e ele tá com vpn, mas se o Baiano...",2024-08-31 03:16:48,,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11551
@vtvnewsoficial,"ENTRE INDAIATUBA E ITUPEVA  Polícia identifica quatro pontos de extração clandestina de minerais
Leia a notícia completa. 
#vtvnews #extraçãoclandestina #indaiatuba",2024-08-22 16:20:42,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11552
@vtvnewsoficial,"CRIME AMBIENTAL  Homem é preso com 30 pássaros silvestres dentro do carro em Indaiatuba
Leia a notícia completa. 
#vtvnews #crimeambiental #indaiatuba",2024-08-22 16:10:01,crime,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11553
@mjmmarcio," Notícia triste! A Polícia Rodoviária prendeu um homem com 30 pássaros no porta-malas em Indaiatuba. Fotos e detalhes estão chocando, mas é importante lembrar que a vida selvagem deve ser protegida. Vamos conscientizar e valorizar a fauna brasileira! #…",2024-08-22 13:50:08,policia,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11554
@g1campinas,Polícia Rodoviária prende homem com 30 pássaros em porta-malas de carro em rodovia de Indaiatuba #g1 #g1Campinas #EPTV,2024-08-22 13:45:11,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11555
@PMESP,"1º BAEP localiza ""casa bomba"" em Indaiatuba/SP e dupla é presa por tráfico de drogas

Mais de 16kg de drogas e R$ 154 mil em dinheiro foram apreendidos.

Confira: https://x.gd/BUcC3",2024-08-21 10:56:25,,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11556
@acidadeoncps,"Casal é preso pela Polícia Militar em casa de fabricação de drogas na região

Operação do Baep aconteceu na tarde desta terça-feira (20), no bairro Oliveira Camargo, em Indaiatuba

#indaiatuba #prisao #drogas",2024-08-20 23:34:00,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11557
@paulo_eduardo34,"Então, aqui em Indaiatuba dispomos de uma infraestrutura absurda. Segurança pública funciona, saúde funciona, escolas municipais no top 10 do Brasil, serviços públicos em geral funcionam. 
Vale a pena dar uma conferida. Vai se surpreender. +/- 1 hora de SP, ao lado de Campinas.",2024-08-20 05:27:49,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11558
@vagasprajr,"Vaga de Analista de Segurança da Informação Júnior em Indaiatuba - SP
https://vagasprajr.com.br/go/cCjBum
Empresa confidencial
Indaiatuba - SP (1)
16/08/2024
Catho",2024-08-16 16:49:31,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11559
@vtvnewsoficial,"ESQUEMA  Polícia descobre fábrica clandestina de sabão em pó em Indaiatuba
Leia a notícia completa. 
#vtvnews #Indaiatuba #fábricaclandestina
https://vtvnews.com.br/2024/08/16/policia-descobre-fabrica-clandestina-de-sabao-em-po-em-indaiatuba/…",2024-08-16 15:45:47,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11560
@BaepCampinas," Patrulhamento Tático
Equipe do 1° BAEP após receber informações via 
@copompmesp
 que estaria ocorrendo um crime de ameaça com arma de fogo na cidade de Indaiatuba - SP, obteve êxito em prender um criminoso e apreender uma pistola Taurus calibre 380 municiada. 
@PMESP",2024-08-08 00:36:19,crime,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11633
@deh1988fer,"Bragança Paulista, Indaiatuba são cidades maravilhosas. Moro em Bragança tem uns 10 anos, tem segurança e qualidade de vida. 1h15 pra São Paulo. 50 minutos para Campinas e 40 pra Jundiaí.",2024-08-02 10:48:25,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11634
@BruFoca,"A diferença em segurança entre Dallas e Campinas não é tão grande, 30KM de Campinas tem Indaiatuba e Vinhedo que são das cidades mais seguras do Brasil.",2024-07-30 16:58:59,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11635
@Tutu_baraum,Eu devendo até o cu e os cara ainda querem me passar golpe ,2024-07-30 12:04:40,golpe,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11636
@isentonio,"E existe?
Tranquilidade e segurança em alguma cidade do Brasil?
Tenho um conhecido que elogiou muito Maringá.
Vi um ranking semana passada que colocaram Campinas e Indaiatuba entre as melhores e nemeveu em consideração, só pode ser piada.",2024-07-26 13:55:17,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11637
@vtvnewsoficial,"ESTELIONATO  Um homem foi preso em flagrante nesta quarta-feira (24/07), por crime de estelionato em Indaiatuba.
Leia a matéria completa. ",2024-07-25 21:04:23,crime,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11638
@Tutu_baraum,"Eu sonhei com isso, estou querendo mt reagir a um assalto",2024-07-22 15:53:04,assalto,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11639
@g8_jornal,"Polícia Militar, Corpo de Bombeiros e Guarda Municipal resgatam criança de 2 anos após cair em vala de construção em Indaiatuba https://jornalg8.com.br/2024/07/22/policia-militar-corpo-de-bombeiros-e-guarda-municipal-resgatam-crianca-de-2-anos-apos-cair-em-vala-de-construcao-em-indaiatuba/…",2024-07-22 14:49:33,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11640
@SegurancaSP," Determinação, técnica e heroísmo!

O resgate de uma criança de 2 anos que caiu em um buraco de quase cinco metros em Indaiatuba mobilizou policiais militares, integrantes do Corpo de Bombeiros e da Guarda Civil Municipal.",2024-07-21 19:34:54,,False,Indaiatuba,positive,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11641
@tarcisiogdf,"Quem disse que todo herói usa capa? Vejam só o grande trabalho das equipes de Força Tática do 47º Batalhão de Polícia Militar do Interior, Corpo de Bombeiros e Guarda Municipal de Indaiatuba no salvamento do garotinho Ravi, de 4 anos, que caiu numa vala profunda e estreita. Um",2024-07-21 17:35:37,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11642
@SigaGazetaBR,Helicóptero Águia persegue e prende suspeito de roubo de caminhão em Indaiatuba -,2024-07-21 15:05:30,roubo,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11643
@PMESP,"Criança de 4 anos é resgatada após cair em vala de construção com 5 metros de profundidade, em Indaiatuba/SP

Confira: https://x.gd/yrmKd",2024-07-21 14:43:19,,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11644
@mjmmarcio,Olá pessoal! Muita atenção para o recente ataque de hackers ao sistema de um hospital em Indaiatuba. Isso está causando lentidão nos atendimentos e comprometendo a segurança e agilidade dos serviços de saúde. Vamos nos manter informados e atentos a medid…,2024-07-11 14:15:45,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11779
@proflaviatelles,"Barbárie capitalista! Maria Helena, uma faxineira de 55 anos de Indaiatuba, foi assassinada por um policial com um tiro no rosto pq defendeu seu filho da truculência policial. Essa é a polícia que Tarcísio quer nas escolas. Abaixo a violência policial! Maria Helena presente!",2024-07-09 13:19:34,policia,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11780
@Odenilsonli,"É lamentável o que aconteceu com a mulher em Indaiatuba,meus sentimentos aos familiares, polícia é pra proteger, não pra matar 
( Odenilson Lindolfo)
#Bdc",2024-07-09 11:21:28,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11781
@Odenilsonli,"Bom dia Hidaiana e a todos, É lamentável essa covardia contra a mulher em Indaiatuba,espero que esse que diz ser policial fiquem presos e paguem pelo seu ato, Isso é revoltante, segurança pública tem que ver bem qual policial que pode ir pra rua,
( Odenilson Lindolfo)

#Bdc",2024-07-09 10:56:07,seguranca,False,Indaiatuba,positive,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11782
@acidadeoncps,"Mulher leva tiro no rosto e morre ao tentar defender filho de PM

PM trabalhava em Campinas, foi preso em Salto e responderá por homicídio; caso aconteceu em bairro de Indaiatuba

#campinas #indaiatuba #tiro",2024-07-08 22:30:00,homicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11783
@mjmmarcio,"""Que triste notícia! Esperamos que todos os passageiros estejam a salvo. É fundamental que as autoridades investiguem as causas desse incidente e tomem as medidas necessárias para garantir a segurança no transporte de pacientes. #Indaiatuba #Segurança #T…",2024-07-03 11:30:48,seguranca,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11784
@laradxtra,veigh me fale me fale imediatamente se o show em indaiatuba é verdade ou golpe,2024-06-29 15:58:03,golpe,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11785
@llsporte,"MOTIVOS GASES CONTAMINAÇÃO  
*Atendendo Pobre com #segurança p/ Curti um/Frevo  #rita_alba_gargano  PQ eles só deixa se for #estrupador de bebê crianças p/ entregar as casas e apartamentos p/ Jorge ex Pm Alemão Traficante Peru Pm #cupom DP indaiatuba  #indaiatuba DOG Sabia Tintas",2024-06-25 04:48:32,seguranca,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11786
@binho__spfc,"Vamos lá 
Sorocaba e Indaiatuba em SP
Poços de Caldas e Nova Lima em MG
Maringá e Londrina no PR
Todas com infraestrutura muito boa, bem arborizadas, IDH bom, boas opções de lazer e entretenimento, boa qualidade de vida e bom nível de segurança ",2024-06-23 23:34:07,seguranca,False,Indaiatuba,positive,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11787
@sisabelamarinaa,polícia de Indaiatuba é uma piada mesmo,2024-06-23 15:32:04,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11788
@VANDERL92830642,Eu moro no estado de São Paulo   se o povo da capital eleger esse lixo poblema e deles kkkkk   o meu governador e tarsizio  e em indaiatuba Nao  elegemos bandido,2024-06-19 13:22:11,bandido,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11789
@acidadeoncps,"Menina de 3 anos é morta ao ser jogada de viaduto em rodovia

Caso aconteceu na noite deste domingo (16), na Rodovia Santos Dumont (SP-75), altura de Indaiatuba

#homicidio #indaiatuba",2024-06-17 14:57:27,homicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11790
@rgoldoni,Oq aconteceu na saida de Indaiatuba na ponte que vai para o bairro idustrial de #indaiatuba ? Suicidio? Estava cheio de policia.,2024-06-16 23:38:03,policia,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11791
@drhelio12,"Quem não acredita em fantasmas na Terra de Carlos Gomes?
Ñ investigaram casos d chantagem e extorsão na Sabesp, Gov PSDB do  Estado SP, Indaiatuba, Hortolândia, Sumaré, e até o “suicídio“ do PF Richard F de Moraes e lap top c/ gravações p/extorquir prefeitos e Secretários d Gov!",2024-06-15 14:10:05,extorsao,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11792
@llsporte,"Campinas se o inseto da tinta for bom que nem eu vai #atacar #campinas por é caro com #bomba ai a policia de #indaiatuba nem quer ele diz brincar no quadrado deles indaiatuba quinta,  mais tem #responsabilidade logo em seguida o #kuririn da fuga do botafogo para #indaiatuba",2024-06-13 02:07:02,policia,False,Indaiatuba,positive,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11793
@llsporte,"Campinas se o inseto da tinta for bom que nem eu vai #atacar #campinas por é caro com #bomba ai a policia de #indaiatuba nem quer ele diz brincar no quadrado deles indaiatuba quinta,  mais tem #responsabilidade logo em seguida o #kuririn da fuga do botafogo para #indaiatuba",2024-06-13 01:42:57,policia,False,Indaiatuba,positive,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11794
@Tutu_baraum,Ônibus com trava de segurança ,2024-06-09 01:32:37,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11795
@acidadeoncps,"Homem com faca ‘luta’ com vendedora durante assalto em loja; veja vídeo

Roubo aconteceu na manhã do último domingo (2), em uma loja na Rua João Martini, no Jardim Morada do Sol, em Indaiatuba

#indaiatuba #assalto #lutacorporal",2024-06-05 19:00:00,assalto,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11913
@g1campinas,VÍDEO: criminoso invade loja e agride funcionária durante assalto em Indaiatuba #g1 #g1Campinas #EPTV #Indaiatuba,2024-06-05 12:44:57,assalto,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11914
@OficialNFA,"Tristeza no esporte !!!

A Campeã Paulista de Ciclismo Laís Saes de 43 anos que residia na cidade de Indaiatuba (SP), morreu em um CRIME de trânsito na cidade de  Divinópolis (MG). Ela estava pedalando pela Serra da Canastra, quando foi atingida por um carro.",2024-06-01 22:42:18,crime,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11915
@PProcurados,"Contra o homem, de 45 anos, havia pendente um mandado de prisão pelo crime de roubo na 2ª Vara Criminal de Indaiatuba, São Paulo.",2024-06-01 02:26:27,crime,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11916
@chicosabetudo," Francimar Francisco da Silva, procurado por triplo homicídio em Floresta, PE, é capturado em Indaiatuba, SP, após investigações.",2024-05-29 17:35:23,homicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11917
@acidadeoncps,"Homem que fez live em execução de três pessoas é preso em Indaiatuba

A Polícia Civil de Indaiatuba prendeu um homem procurado pela Justiça pela morte de três pessoas em Pernambuco",2024-05-29 15:30:00,policia,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11918
@cbncampinas,"Um homem de 26 anos foi preso em Indaiatuba nesta terça-feira por participação em um triplo homicídio ocorrido na cidade de Floresta, em Pernambuco, em fevereiro desde ano. O caso chamou atenção pelo fato de o crime ter sido transmitido por videochamada.",2024-05-29 12:56:47,homicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11919
@Fabiano_Vianasp,"Notícias recentes da região de Campinas:
1- Delegado e policiais civis são presos em operação contra corrupção na cidade de Indaiatuba;
2 - Criança morre após sofrer mais tratos na cidade de Vinhedo. Conselho tutelar será responsabilizado. 
3 - Feminicidio na cidade de Sumaré",2024-05-26 14:07:21,feminicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11920
@PMESP,"Policiamento Rodoviário prende criminosos e apreende arma de fogo no Pedágio de Indaiatuba/SP
Confira: https://bitlybr.com/taKS",2024-05-26 12:26:53,policiamento,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11921
@rodrigodiprado,"O povo de São Paulo está do lado da Polícia Militar daquele estado. É o que disseram três amigos moradores de lá, um de Indaiatuba, outro de Sorocaba e o último da capital. 
@tarcisiogdf
 está no caminho certo. Os baderneiros não tem vez quando o Estado atua de verdade.",2024-05-25 13:46:32,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11922
@Z4ckM3ll0,"Kkkkkkkkkkkk, ou tentaram dar um golpe horrível em mim, ou o pcc vai me matar, do nada um cara la de fortaleza me manda msg falando q um cara de campinas q a mina é de Indaiatuba viu no celular da mina dele q eu com o número salvo com coração, e q eu tinha pego ela de fude kkkkkk",2024-05-21 20:06:44,golpe,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11923
@ERuiFranco,Flama Segurança de Indaiatuba  Pois é.,2024-05-20 15:36:04,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11924
@mjmmarcio, Boas notícias! As suspeitas de sequestro de bebê no Sul de Minas foram presas em Indaiatuba pela @bombeiropmg. Parabéns à equipe pelo rápido e eficaz trabalho!  #Segurança #Brasil #Indaiatuba #MinasGerais:,2024-05-16 20:05:26,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11925
@IbiunaCamara,"Guarda Municipal é homenageado

Moção de Aplausos, de autoria do vereador Lucas do Samu, teve como objetivo reconhecer trabalho de excelência na segurança pública do GCM de Indaiatuba, o ibiunense Edinaldo José da Silva.",2024-05-14 17:01:58,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11926
@gabviegas,Infelizmente essa noite fui vítima de agressão violenta e no meio do assalto roubaram meu iPhone no Corujão em frente ao Shopping Jaraguá em Indaiatuba. Vou prestar queixa na polícia e pedir as imagens.,2024-05-11 14:54:41,assalto,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11927
@llsporte,"Rita Alba Gargano Para fim de escravidao Familia Duarte Indaiatuba e policia GM freitas , Alem'ao Cupom , Jorge ex Pm Js Patrimonial neste campo OBS? local negocio #Dante  Conclus'ao Dante Africa Predio Zelda 08 Gm #istambul #italia #ritaalbagargano #rita_alba_gargano #unkynow",2024-05-06 03:39:04,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.11928
@mjmmarcio, Boas notícias! As suspeitas de sequestro de bebê no Sul de Minas foram presas em Indaiatuba pela @bombeiropmg. Parabéns à equipe pelo rápido e eficaz trabalho!  #Segurança #Brasil #Indaiatuba #MinasGerais:,2024-05-16 20:05:26,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12040
@IbiunaCamara,"Guarda Municipal é homenageado

Moção de Aplausos, de autoria do vereador Lucas do Samu, teve como objetivo reconhecer trabalho de excelência na segurança pública do GCM de Indaiatuba, o ibiunense Edinaldo José da Silva.",2024-05-14 17:01:58,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12041
@gabviegas,Infelizmente essa noite fui vítima de agressão violenta e no meio do assalto roubaram meu iPhone no Corujão em frente ao Shopping Jaraguá em Indaiatuba. Vou prestar queixa na polícia e pedir as imagens.,2024-05-11 14:54:41,assalto,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12042
@llsporte,"Rita Alba Gargano Para fim de escravidao Familia Duarte Indaiatuba e policia GM freitas , Alem'ao Cupom , Jorge ex Pm Js Patrimonial neste campo OBS? local negocio #Dante  Conclus'ao Dante Africa Predio Zelda 08 Gm #istambul #italia #ritaalbagargano #rita_alba_gargano #unkynow",2024-05-06 03:39:04,policia,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12043
@oqueteassombra,"A polícia vai até a casa, pressiona Adão, que confessa o crime e aponta o local onde ocultaram o corpo. 
Os assassinos vão presos e, em razão do estado de putrefação do corpo, De Lucca é sepultado no Cemitério da Candelária em Indaiatuba, em meio à comoção da população da Cidade.",2024-04-30 00:03:40,policia,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12044
@vtvnewsoficial,"FEMINICÍDIO  Em Indaiatuba, uma mulher foi morta a tiros pelo seu companheiro, que depois se suicidou.
Acesse https://vtvnews.com.br/2024/04/29/mulher-e-morta-a-tiros-pelo-namorado-que-se-mata-em-seguida-em-indaiatuba/… e leia a notícia completa. 
#VTV #VTVSBT #VTVNews #jornalismo #feminicídio",2024-04-29 21:18:49,feminicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12045
@indsatsaopaulo,"77,2% aprovam a Segurança de Indaiatuba
https://indsat.com.br/single-post/77-2-aprovam-a-seguran%C3%A7a-de-indaiatuba…
#indsat #indaiatuba #segurancapublica",2024-04-29 20:15:58,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12046
@g1saopaulo,"Feminicídio: mulher é morta a tiros por namorado, que se mata em seguida em Indaiatuba: http://glo.bo/3Wi5Dxe #g1",2024-04-29 16:35:00,feminicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12047
@acidadeoncps,"Homem mata a namorada e tira a própria vida em Indaiatuba

Assassino se trancou com a mulher no quarto e cometeu o crime; Polícia Civil investiga o caso",2024-04-29 13:50:48,crime,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12048
@campinasemfoco2,"Feminicídio: Mulher é morta a tiros pelo namorado, que tira a própria vida em Indaiatuba ",2024-04-29 11:07:08,feminicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12049
@g1campinas,"Feminicídio: mulher é morta a tiros por namorado, que se mata em seguida em Indaiatuba. #g1Campinas #g1",2024-04-29 09:39:08,feminicidio,False,Indaiatuba,negative,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12050
@mjmmarcio,Olá pessoal! A justiça acaba de converter em preventiva a prisão do motorista que atropelou três guardas em Indaiatuba. É um passo importante para a garantia da segurança e proteção dos agentes públicos. #Justiça #SegurançaPública #RespeitoÀVida:,2024-04-29 00:50:51,seguranca,False,Indaiatuba,neutral,f.7202293C1835BC80EEA6A443BEE1A425.d.D1B92F226D58CFBF78F26699F6B73EDA.e.12051
